[0,0,0,0,0,0,0,0,0,0,0,0] U'
[0,0,0,0,0,0,0,0,0,0,1,1] F'
[0,0,0,0,0,0,0,0,0,1,0,1] B
[0,0,0,0,0,0,0,0,0,1,1,0] F2
[0,0,0,0,0,0,0,0,1,0,0,1] L2
[0,0,0,0,0,0,0,0,1,0,1,0] F'
[0,0,0,0,0,0,0,0,1,1,0,0] B'
[0,0,0,0,0,0,0,0,1,1,1,1] B'
[0,0,0,0,0,0,0,1,0,0,0,1] L
[0,0,0,0,0,0,0,1,0,0,1,0] R'
[0,0,0,0,0,0,0,1,0,1,0,0] D
[0,0,0,0,0,0,0,1,0,1,1,1] B
[0,0,0,0,0,0,0,1,1,0,0,0] D
[0,0,0,0,0,0,0,1,1,0,1,1] F'
[0,0,0,0,0,0,0,1,1,1,0,1] B'
[0,0,0,0,0,0,0,1,1,1,1,0] F'
[0,0,0,0,0,0,1,0,0,0,0,1] R
[0,0,0,0,0,0,1,0,0,0,1,0] R'
[0,0,0,0,0,0,1,0,0,1,0,0] L
[0,0,0,0,0,0,1,0,0,1,1,1] F2
[0,0,0,0,0,0,1,0,1,0,0,0] L'
[0,0,0,0,0,0,1,0,1,0,1,1] B
[0,0,0,0,0,0,1,0,1,1,0,1] B'
[0,0,0,0,0,0,1,0,1,1,1,0] R2
[0,0,0,0,0,0,1,1,0,0,0,0] L
[0,0,0,0,0,0,1,1,0,0,1,1] D2
[0,0,0,0,0,0,1,1,0,1,0,1] B2
[0,0,0,0,0,0,1,1,0,1,1,0] R2
[0,0,0,0,0,0,1,1,1,0,0,1] L
[0,0,0,0,0,0,1,1,1,0,1,0] B2
[0,0,0,0,0,0,1,1,1,1,0,0] B'
[0,0,0,0,0,0,1,1,1,1,1,1] L'
[0,0,0,0,0,1,0,0,0,0,0,1] B2
[0,0,0,0,0,1,0,0,0,0,1,0] D
[0,0,0,0,0,1,0,0,0,1,0,0] L
[0,0,0,0,0,1,0,0,0,1,1,1] F2
[0,0,0,0,0,1,0,0,1,0,0,0] L'
[0,0,0,0,0,1,0,0,1,0,1,1] B'
[0,0,0,0,0,1,0,0,1,1,0,1] D
[0,0,0,0,0,1,0,0,1,1,1,0] D'
[0,0,0,0,0,1,0,1,0,0,0,0] D'
[0,0,0,0,0,1,0,1,0,0,1,1] L2
[0,0,0,0,0,1,0,1,0,1,0,1] B2
[0,0,0,0,0,1,0,1,0,1,1,0] R2
[0,0,0,0,0,1,0,1,1,0,0,1] L2
[0,0,0,0,0,1,0,1,1,0,1,0] B2
[0,0,0,0,0,1,0,1,1,1,0,0] R2
[0,0,0,0,0,1,0,1,1,1,1,1] R'
[0,0,0,0,0,1,1,0,0,0,0,0] R'
[0,0,0,0,0,1,1,0,0,0,1,1] B
[0,0,0,0,0,1,1,0,0,1,0,1] B2
[0,0,0,0,0,1,1,0,0,1,1,0] L2
[0,0,0,0,0,1,1,0,1,0,0,1] R'
[0,0,0,0,0,1,1,0,1,0,1,0] B2
[0,0,0,0,0,1,1,0,1,1,0,0] B'
[0,0,0,0,0,1,1,0,1,1,1,1] R
[0,0,0,0,0,1,1,1,0,0,0,1] R2
[0,0,0,0,0,1,1,1,0,0,1,0] B
[0,0,0,0,0,1,1,1,0,1,0,0] B'
[0,0,0,0,0,1,1,1,0,1,1,1] R
[0,0,0,0,0,1,1,1,1,0,0,0] L2
[0,0,0,0,0,1,1,1,1,0,1,1] R
[0,0,0,0,0,1,1,1,1,1,0,1] L
[0,0,0,0,0,1,1,1,1,1,1,0] L'
[0,0,0,0,1,0,0,0,0,0,0,1] R
[0,0,0,0,1,0,0,0,0,0,1,0] R'
[0,0,0,0,1,0,0,0,0,1,0,0] L
[0,0,0,0,1,0,0,0,0,1,1,1] F'
[0,0,0,0,1,0,0,0,1,0,0,0] L'
[0,0,0,0,1,0,0,0,1,0,1,1] L2
[0,0,0,0,1,0,0,0,1,1,0,1] D2
[0,0,0,0,1,0,0,0,1,1,1,0] F
[0,0,0,0,1,0,0,1,0,0,0,0] L'
[0,0,0,0,1,0,0,1,0,0,1,1] F'
[0,0,0,0,1,0,0,1,0,1,0,1] D'
[0,0,0,0,1,0,0,1,0,1,1,0] L2
[0,0,0,0,1,0,0,1,1,0,0,1] L2
[0,0,0,0,1,0,0,1,1,0,1,0] F'
[0,0,0,0,1,0,0,1,1,1,0,0] F
[0,0,0,0,1,0,0,1,1,1,1,1] L
[0,0,0,0,1,0,1,0,0,0,0,0] B'
[0,0,0,0,1,0,1,0,0,0,1,1] F'
[0,0,0,0,1,0,1,0,0,1,0,1] B2
[0,0,0,0,1,0,1,0,0,1,1,0] R2
[0,0,0,0,1,0,1,0,1,0,0,1] L2
