[0,0,0,0,0,0,0,0] U'
[0,0,0,0,0,0,1,2] F'
[0,0,0,0,0,0,2,1] B'
[0,0,0,0,0,1,0,2] B
[0,0,0,0,0,1,1,1] L2
[0,0,0,0,0,1,2,0] F'
[0,0,0,0,0,2,0,1] F
[0,0,0,0,0,2,1,0] D2
[0,0,0,0,0,2,2,2] L2
[0,0,0,0,1,0,0,2] B'
[0,0,0,0,1,0,1,1] F2
[0,0,0,0,1,0,2,0] B'
[0,0,0,0,1,1,0,1] L2
[0,0,0,0,1,1,1,0] B
[0,0,0,0,1,1,2,2] F'
[0,0,0,0,1,2,0,0] F'
[0,0,0,0,1,2,1,2] B2
[0,0,0,0,1,2,2,1] D
[0,0,0,0,2,0,0,1] F'
[0,0,0,0,2,0,1,0] F'
[0,0,0,0,2,0,2,2] R2
[0,0,0,0,2,1,0,0] B'
[0,0,0,0,2,1,1,2] B2
[0,0,0,0,2,1,2,1] F2
[0,0,0,0,2,2,0,2] F2
[0,0,0,0,2,2,1,1] F'
[0,0,0,0,2,2,2,0] R2
[0,0,0,1,0,0,0,2] F
[0,0,0,1,0,0,1,1] D2
[0,0,0,1,0,0,2,0] F'
[0,0,0,1,0,1,0,1] U2
[0,0,0,1,0,1,1,0] L2
[0,0,0,1,0,1,2,2] F2
[0,0,0,1,0,2,0,0] B
[0,0,0,1,0,2,1,2] D2
[0,0,0,1,0,2,2,1] D2
[0,0,0,1,1,0,0,1] D
[0,0,0,1,1,0,1,0] U'
[0,0,0,1,1,0,2,2] D
[0,0,0,1,1,1,0,0] B'
[0,0,0,1,1,1,1,2] U
[0,0,0,1,1,1,2,1] B'
[0,0,0,1,1,2,0,2] F'
[0,0,0,1,1,2,1,1] D
[0,0,0,1,1,2,2,0] U
[0,0,0,1,2,0,0,0] F'
[0,0,0,1,2,0,1,2] D'
[0,0,0,1,2,0,2,1] U'
[0,0,0,1,2,1,0,2] R2
[0,0,0,1,2,1,1,1] D2
[0,0,0,1,2,1,2,0] U
[0,0,0,1,2,2,0,1] D2
[0,0,0,1,2,2,1,0] D'
[0,0,0,1,2,2,2,2] F
[0,0,0,2,0,0,0,1] B
[0,0,0,2,0,0,1,0] F'
[0,0,0,2,0,0,2,2] U'
[0,0,0,2,0,1,0,0] U
[0,0,0,2,0,1,1,2] U2
[0,0,0,2,0,1,2,1] U2
[0,0,0,2,0,2,0,2] B'
[0,0,0,2,0,2,1,1] L2
[0,0,0,2,0,2,2,0] R2
[0,0,0,2,1,0,0,0] B
[0,0,0,2,1,0,1,2] D
[0,0,0,2,1,0,2,1] U'
[0,0,0,2,1,1,0,2] U2
[0,0,0,2,1,1,1,1] B'
[0,0,0,2,1,1,2,0] U'
[0,0,0,2,1,2,0,1] L2
[0,0,0,2,1,2,1,0] D'
[0,0,0,2,1,2,2,2] U2
[0,0,0,2,2,0,0,2] U
[0,0,0,2,2,0,1,1] D
[0,0,0,2,2,0,2,0] D'
[0,0,0,2,2,1,0,1] B'
[0,0,0,2,2,1,1,0] U
[0,0,0,2,2,1,2,2] F'
[0,0,0,2,2,2,0,0] R2
[0,0,0,2,2,2,1,2] F
[0,0,0,2,2,2,2,1] B'
[0,0,1,0,0,0,0,2] B'
[0,0,1,0,0,0,1,1] L2
[0,0,1,0,0,0,2,0] D
[0,0,1,0,0,1,0,1] D'
[0,0,1,0,0,1,1,0] L2
[0,0,1,0,0,1,2,2] U
[0,0,1,0,0,2,0,0] F'
[0,0,1,0,0,2,1,2] D
[0,0,1,0,0,2,2,1] U'
[0,0,1,0,1,0,0,1] D
[0,0,1,0,1,0,1,0] B
[0,0,1,0,1,0,2,2] U2
[0,0,1,0,1,1,0,0] U
[0,0,1,0,1,1,1,2] U2
[0,0,1,0,1,1,2,1] F'
[0,0,1,0,1,2,0,2] D'
[0,0,1,0,1,2,1,1] F'
[0,0,1,0,1,2,2,0] U2
[0,0,1,0,2,0,0,0] B
[0,0,1,0,2,0,1,2] R2
[0,0,1,0,2,0,2,1] B
[0,0,1,0,2,1,0,2] U
[0,0,1,0,2,1,1,1] B
[0,0,1,0,2,1,2,0] U2
[0,0,1,0,2,2,0,1] D'
[0,0,1,0,2,2,1,0] R2
[0,0,1,0,2,2,2,2] B
[0,0,1,1,0,0,0,1] U'
[0,0,1,1,0,0,1,0] U'
[0,0,1,1,0,0,2,2] B2
[0,0,1,1,0,1,0,0] R2
[0,0,1,1,0,1,1,2] B'
[0,0,1,1,0,1,2,1] F
[0,0,1,1,0,2,0,2] B2
[0,0,1,1,0,2,1,1] R2
[0,0,1,1,0,2,2,0] U
[0,0,1,1,1,0,0,0] B'
[0,0,1,1,1,0,1,2] U'
[0,0,1,1,1,0,2,1] B
[0,0,1,1,1,1,0,2] R2
[0,0,1,1,1,1,1,1] B'
[0,0,1,1,1,1,2,0] R2
[0,0,1,1,1,2,0,1] F
[0,0,1,1,1,2,1,0] D
[0,0,1,1,1,2,2,2] B
[0,0,1,1,2,0,0,2] U
[0,0,1,1,2,0,1,1] R2
[0,0,1,1,2,0,2,0] F2
[0,0,1,1,2,1,0,1] B'
[0,0,1,1,2,1,1,0] B'
[0,0,1,1,2,1,2,2] U2
[0,0,1,1,2,2,0,0] B
[0,0,1,1,2,2,1,2] R2
[0,0,1,1,2,2,2,1] F'
[0,0,1,2,0,0,0,0] F'
[0,0,1,2,0,0,1,2] D'
[0,0,1,2,0,0,2,1] L2
[0,0,1,2,0,1,0,2] F2
[0,0,1,2,0,1,1,1] F'
[0,0,1,2,0,1,2,0] B'
[0,0,1,2,0,2,0,1] B2
[0,0,1,2,0,2,1,0] D
[0,0,1,2,0,2,2,2] D2
[0,0,1,2,1,0,0,2] F
[0,0,1,2,1,0,1,1] B
[0,0,1,2,1,0,2,0] F2
[0,0,1,2,1,1,0,1] U
[0,0,1,2,1,1,1,0] D2
[0,0,1,2,1,1,2,2] U
[0,0,1,2,1,2,0,0] D
[0,0,1,2,1,2,1,2] F
[0,0,1,2,1,2,2,1] D
[0,0,1,2,2,0,0,1] D2
[0,0,1,2,2,0,1,0] F2
[0,0,1,2,2,0,2,2] U'
[0,0,1,2,2,1,0,0] R2
[0,0,1,2,2,1,1,2] D'
[0,0,1,2,2,1,2,1] D'
[0,0,1,2,2,2,0,2] B'
[0,0,1,2,2,2,1,1] D2
[0,0,1,2,2,2,2,0] F
[0,0,2,0,0,0,0,1] F
[0,0,2,0,0,0,1,0] B'
[0,0,2,0,0,0,2,2] B
[0,0,2,0,0,1,0,0] F'
[0,0,2,0,0,1,1,2] U'
[0,0,2,0,0,1,2,1] U'
[0,0,2,0,0,2,0,2] U
[0,0,2,0,0,2,1,1] D
[0,0,2,0,0,2,2,0] R2
[0,0,2,0,1,0,0,0] F
[0,0,2,0,1,0,1,2] F
[0,0,2,0,1,0,2,1] L2
[0,0,2,0,1,1,0,2] D'
[0,0,2,0,1,1,1,1] F'
[0,0,2,0,1,1,2,0] F2
[0,0,2,0,1,2,0,1] D
[0,0,2,0,1,2,1,0] D2
[0,0,2,0,1,2,2,2] U'
[0,0,2,0,2,0,0,2] D'
[0,0,2,0,2,0,1,1] D2
[0,0,2,0,2,0,2,0] U2
[0,0,2,0,2,1,0,1] U
[0,0,2,0,2,1,1,0] D2
[0,0,2,0,2,1,2,2] B
[0,0,2,0,2,2,0,0] D2
[0,0,2,0,2,2,1,2] D'
[0,0,2,0,2,2,2,1] D2
[0,0,2,1,0,0,0,0] U
[0,0,2,1,0,0,1,2] L2
[0,0,2,1,0,0,2,1] D
[0,0,2,1,0,1,0,2] B
[0,0,2,1,0,1,1,1] U2
[0,0,2,1,0,1,2,0] U'
[0,0,2,1,0,2,0,1] B2
[0,0,2,1,0,2,1,0] D2
[0,0,2,1,0,2,2,2] R2
[0,0,2,1,1,0,0,2] U2
[0,0,2,1,1,0,1,1] B
[0,0,2,1,1,0,2,0] B'
[0,0,2,1,1,1,0,1] F
[0,0,2,1,1,1,1,0] U
[0,0,2,1,1,1,2,2] U'
[0,0,2,1,1,2,0,0] R2
[0,0,2,1,1,2,1,2] U
[0,0,2,1,1,2,2,1] F2
[0,0,2,1,2,0,0,1] U'
[0,0,2,1,2,0,1,0] B2
[0,0,2,1,2,0,2,2] F'
[0,0,2,1,2,1,0,0] D'
[0,0,2,1,2,1,1,2] F2
[0,0,2,1,2,1,2,1] B'
[0,0,2,1,2,2,0,2] B'
[0,0,2,1,2,2,1,1] D2
[0,0,2,1,2,2,2,0] U2
[0,0,2,2,0,0,0,2] U2
[0,0,2,2,0,0,1,1] B'
[0,0,2,2,0,0,2,0] L2
[0,0,2,2,0,1,0,1] B'
[0,0,2,2,0,1,1,0] U'
[0,0,2,2,0,1,2,2] L2
[0,0,2,2,0,2,0,0] U
[0,0,2,2,0,2,1,2] D'
[0,0,2,2,0,2,2,1] B'
[0,0,2,2,1,0,0,1] U'
[0,0,2,2,1,0,1,0] B2
[0,0,2,2,1,0,2,2] L2
[0,0,2,2,1,1,0,0] F2
[0,0,2,2,1,1,1,2] B'
[0,0,2,2,1,1,2,1] U2
[0,0,2,2,1,2,0,2] U
[0,0,2,2,1,2,1,1] L2
[0,0,2,2,1,2,2,0] B'
[0,0,2,2,2,0,0,0] U
[0,0,2,2,2,0,1,2] F'
[0,0,2,2,2,0,2,1] B
[0,0,2,2,2,1,0,2] B'
[0,0,2,2,2,1,1,1] F
[0,0,2,2,2,1,2,0] F'
[0,0,2,2,2,2,0,1] L2
[0,0,2,2,2,2,1,0] L2
[0,0,2,2,2,2,2,2] B'
[0,1,0,0,0,0,0,2] U'
[0,1,0,0,0,0,1,1] L2
[0,1,0,0,0,0,2,0] B
[0,1,0,0,0,1,0,1] F'
[0,1,0,0,0,1,1,0] B'
[0,1,0,0,0,1,2,2] U2
[0,1,0,0,0,2,0,0] F
[0,1,0,0,0,2,1,2] F'
[0,1,0,0,0,2,2,1] R2
[0,1,0,0,1,0,0,1] L2
